1.97E-09,1.97E-09,1.97E-09,1.97E-09,1.00E+00
1.97E-09,1.97E-09,1.97E-09,1.97E-09,2.00E+00
1.97E-09,1.97E-09,1.97E-09,1.97E-09,3.00E+00
1.97E-09,1.97E-09,1.97E-09,1.97E-09,4.00E+00
1.97E-09,1.97E-09,1.97E-09,1.97E-09,5.00E+00
1.97E-09,1.97E-09,1.97E-09,1.97E-09,6.00E+00
1.97E-09,1.97E-09,1.97E-09,1.97E-09,7.00E+00
1.97E-09,1.97E-09,1.97E-09,1.97E-09,8.00E+00
1.97E-09,1.97E-09,1.97E-09,1.97E-09,9.00E+00
1.97E-09,1.97E-09,1.97E-09,1.97E-09,1.00E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,1.10E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,1.20E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,1.30E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,1.40E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,1.50E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,1.60E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,1.70E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,1.80E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,1.90E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,2.00E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,2.10E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,2.20E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,2.30E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,2.40E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,2.50E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,2.60E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,2.70E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,2.80E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,2.90E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,3.00E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,3.10E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,3.20E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,3.30E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,3.40E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,3.50E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,3.60E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,3.70E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,3.80E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,3.90E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,4.00E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,4.10E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,4.20E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,4.30E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,4.40E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,4.50E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,4.60E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,4.70E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,4.80E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,4.90E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,5.00E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,5.10E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,5.20E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,5.30E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,5.40E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,5.50E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,5.60E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,5.70E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,5.80E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,5.90E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,6.00E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,6.10E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,6.20E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,6.30E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,6.40E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,6.50E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,6.60E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,6.70E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,6.80E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,6.90E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,7.00E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,7.10E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,7.20E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,7.30E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,7.40E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,7.50E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,7.60E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,7.70E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,7.80E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,7.90E+01
1.97E-09,1.97E-09,1.97E-09,1.97E-09,8.00E+01
