wave,data
200.1119995,-0.03806588054
200.3113098,0.01908807829
200.5106506,0.003681084607
200.7100067,0.009289355949
200.9093781,0.07737629861
201.1087646,-0.05898662657
201.3081818,-0.03749875352
201.5076294,-0.05999485403
201.707077,-0.04773857445
201.9065552,-0.08047449589
202.1060486,0.1445495337
202.3055725,-0.007724501658
202.5051117,0.002483813092
202.7046661,0.01971822046
202.9042511,-0.05070024729
203.1038513,-0.04556458071
203.3034668,-0.02968498133
203.5031128,-0.06720998883
203.702774,0.05339935794
203.9024506,-0.0498495549
204.1021576,0.02220728621
204.3018799,-0.07861557603
204.5016174,-0.03482064605
204.7013702,-0.05158244446
204.9011536,-0.07477170229
205.1009674,0.0005303702783
205.3007813,-0.006842301693
205.5006256,-0.04874680191
205.7005005,-0.03393844515
205.9003754,-0.03422201052
206.1002808,-0.04389470443
206.3002167,0.04612120613
206.5001526,0.0488938354
206.700119,-0.03497818112
206.900116,-0.03466311097
207.1001129,-0.03645901754
207.3001404,-0.02599864453
207.5001984,-0.04830570146
207.7002563,-0.05841949582
207.9003448,0.01864697784
208.1004486,0.0456170924
208.3005829,-0.05722222477
208.5007324,0.0570226796
208.7008972,-0.06223186105
208.9010925,-0.01922460832
209.1013031,-0.02625070326
209.3015289,-0.02625070326
209.5017853,-0.02930689603
209.7020569,0.02551553585
209.9023438,0.008722227998
210.1026611,-0.06884836406
210.3029785,-0.02004379407
210.5033417,-0.03283569589
210.7037048,-0.02083147317
210.9040985,0.0119044492
211.1045074,-0.008764237165
211.3049469,0.07668314129
211.5054016,-0.007409430109
211.7058716,-0.0673360154
211.9063568,0.01710312814
212.1068726,-0.01550676581
212.3074036,-0.03497818112
212.5079651,0.05314730108
212.7085419,-0.05662358925
212.9091339,-0.007251894567
213.1097412,-0.01752322353
213.310379,-0.05331533775
213.5110321,0.007903042249
213.7117157,-0.03957822546
213.9123993,0.009951006621
214.1131134,-0.02149312384
214.313858,0.05768432841
214.5146027,-0.05287424102
214.7153778,-0.01897255145
214.9161835,-0.008890265599
215.1169891,-0.0529057458
215.3178253,0.007020841818
215.518692,-0.0473289825
215.7195587,-0.02940141596
215.9204559,-0.0258726161
216.1213837,-0.04594266787
216.3223114,-0.006306679919
216.5232697,-0.03374940157
216.7242432,0.003050941741
216.9252472,0.04933493584
217.1262665,-0.0004463512159
217.327301,-0.06273597479
217.5283508,-0.01591635868
217.7294312,0.1140506119
217.9305267,0.01165239234
218.1316528,-0.01875200123
218.3327789,-0.0259041246
218.5339355,-0.05353588983
218.7351227,-0.03948370367
218.9363098,-0.04739199579
219.1375275,0.02803610638
219.3387756,-0.004195701331
219.5400238,-0.06421680748
219.7413025,-0.05186600983
219.9425964,0.01757573523
220.1439209,-0.005109408405
220.3452606,-0.02108353004
220.5466156,-0.01326975878
220.7479858,-0.007314908784
220.9493866,-0.01503415871
221.1508026,-0.002053215634
221.3522491,-0.05766332522
221.5536957,-0.06166473404
221.755188,-0.05971128866
221.9566803,-0.08337315172
222.1582031,-0.03516722471
222.359726,-0.05656057596
222.5612946,0.02261687815
222.7628632,0.04382118583
222.9644623,-0.03236308694
223.1660767,-0.0254945308
223.3677216,-0.04997558147
223.5693817,-0.007472444326
223.7710571,-0.07858406752
223.9727478,-0.01427798718
224.174469,-0.04291798174
224.3762054,-0.04304401204
224.5779572,0.009257849306
224.7797394,0.01477159932
224.9815369,0.02331003547
225.1833496,-0.05804141238
225.3851929,-0.03333980963
225.5870514,-0.02914935909
