wave,data
200.1119995,-0.001698875451
200.3113098,-0.001452925615
200.5106506,-0.001370942453
200.7100067,0.01570890471
200.9093781,0.003056153888
201.1087646,-0.004049062263
201.3081818,0.00330210384
201.5076294,-0.003885095939
201.707077,0.001443816465
201.9065552,0.007701872382
202.1060486,0.01278483495
202.3055725,-0.0007970595616
202.5051117,0.01059861481
202.7046661,-0.0005511097261
202.9042511,-0.002409397159
203.1038513,0.00414926419
203.3034668,-0.001398270135
203.5031128,-0.008284864947
203.702774,0.003602709156
203.9024506,0.0004326894705
204.1021576,0.005734274164
204.3018799,0.000869933574
204.5016174,-0.006727182306
204.7013702,-0.001261631376
204.9011536,-0.0009883538587
205.1009674,-0.008886075579
205.3007813,0.002919515129
205.5006256,0.001580455224
205.7005005,0.007947822101
205.9003754,0.005379013252
206.1002808,0.002810204169
206.3002167,0.0009792445926
206.5001526,0.001416488667
206.700119,0.003875986673
206.900116,0.01073525287
207.1001129,-0.008612797596
207.3001404,0.006936695427
207.5001984,-0.003885095939
207.7002563,0.005105735734
207.9003448,-0.002163447207
208.1004486,0.002974170726
208.3005829,0.006800056435
208.5007324,0.003903314471
208.7008972,-0.003994407132
208.9010925,0.003766675713
209.1013031,0.007701872382
209.3015289,-0.002136119641
209.5017853,0.002127010375
209.7020569,0.004012625199
209.9023438,0.01270285156
210.1026611,-0.004568289965
210.3029785,-0.004622945096
210.5033417,-0.008202881552
210.7037048,0.006745400839
210.9040985,0.001361833187
211.1045074,-0.0006330930046
211.3049469,0.01661072113
211.5054016,0.002810204169
211.7058716,-0.003092590952
211.9063568,0.00461383583
212.1068726,-0.004814239684
212.3074036,-0.004759584088
212.5079651,0.01051663142
212.7085419,-0.01216540579
212.9091339,0.001416488667
213.1097412,0.004914441146
213.310379,-0.003201901913
213.5110321,-0.004650272895
213.7117157,0.0002687229426
213.9123993,-0.005497433245
214.1131134,-0.005552088842
214.313858,0.001389160869
214.5146027,-0.002764657838
214.7153778,7.742863818E-05
214.9161835,0.007319283672
215.1169891,-0.01355912164
215.3178253,0.001389160869
215.518692,0.001853732741
215.7195587,0.006581434514
215.9204559,0.01125448104
216.1213837,0.004367886111
216.3223114,-0.003475179663
216.5232697,-0.01216540579
216.7242432,0.003138137283
216.9252472,0.009341537952
217.1262665,0.005023752339
217.327301,-0.002163447207
217.5283508,-0.004568289965
217.7294312,0.01070792507
217.9305267,0.03546687216
218.1316528,0.02073721215
218.3327789,-0.002163447207
218.5339355,-0.005442778114
218.7351227,-0.009514613077
218.9363098,0.001416488667
219.1375275,0.01119982544
219.3387756,0.009778781794
219.5400238,-0.00948728621
219.7413025,0.004067280795
219.9425964,0.002810204169
220.1439209,-0.006043988746
220.3452606,-0.0001411934063
220.5466156,-0.005360794719
220.7479858,-0.008366847411
220.9493866,0.01387794502
221.1508026,-0.004540962167
221.3522491,-0.003174574347
221.5536957,-0.002764657838
221.755188,-0.01183747314
221.9566803,-0.001452925615
222.1582031,-0.004349667579
222.359726,-0.007929603569
222.5612946,0.001853732741
222.7628632,0.01349535678
222.9644623,0.01538097207
223.1660767,0.005324357655
223.3677216,-0.009678579867
223.5693817,0.001170538832
223.7710571,-0.001425597933
223.9727478,0.01191034634
224.174469,0.0009792445926
224.3762054,0.0002413951734
224.5779572,0.01292147394
224.7797394,-0.01047108509
224.9815369,0.002236321336
225.1833496,-0.005716055632
225.3851929,0.001334505389
225.5870514,0.0008972613141
225.7889252,0.007127989549
225.9908142,0.003657364519
226.1927338,-0.00238206936
226.3946686,-0.00336586847
226.5966187,0.001826404943
226.7985992,0.007783855777
227.0005951,-0.0007697317633
227.2026062,-0.002436724957
227.4046478,0.01379596163
227.6067047,0.002427615691
227.8087769,0.007893166505
228.0108643,-0.001043009339
228.2129822,0.003821331076
228.4151154,-0.002518708119
228.6172791,-0.001944825286
228.8194427,-0.004595617764
229.021637,0.001525799627
229.2238617,-0.001015681541
229.4260864,0.000705967017
229.6283417,-0.002546035917
229.8306122,-0.003256557509
230.0329132,-0.002983279992
230.2352142,0.002127010375
230.437561,0.00188106054
230.6399078,0.01576356031
230.8422852,-0.0003598154581
231.0446625,0.000705967017
231.2470856,0.0002960506827
231.4495087,0.003602709156
231.6519623,0.0113364635
231.8544312,0.0004053617013
232.0569305,-0.001972153084
232.2594299,-0.0003324876889
232.4619598,-0.00238206936
232.6645203,-0.003420524066
232.8670807,-0.005442778114
233.0696716,0.0005966559984
233.2722778,0.01150043029
