#Thorlabs FTS
[SpectrumHeader]
#Date;20190306
#Time;17004663
#GMTTime;17004663
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;20.000000
#TriggerMode;0
#InterferometerSerial;M00461244
#Source;
#AirMeasureOpt;0
#WnrMin;0.000000
#WnrMax;0.000000
#Length;3648
#Resolution;0.0000000000e+000
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
2.001119995e+002;-3.698178753e-002
2.003113098e+002;1.864453591e-002
2.005106506e+002;3.233050229e-003
2.007100067e+002;8.685375564e-003
2.009093781e+002;7.077254355e-002
2.011087646e+002;-5.633281171e-002
2.013081818e+002;-3.890428320e-002
2.015076294e+002;-5.882260203e-002
2.017070770e+002;-4.772885516e-002
2.019065552e+002;-7.725965232e-002
2.021060486e+002;1.410539597e-001
2.023055725e+002;-9.215899743e-003
2.025051117e+002;2.413625596e-003
2.027046661e+002;1.240430214e-002
2.029042511e+002;-4.873737693e-002
2.031038513e+002;-4.848524556e-002
2.033034668e+002;-2.929180115e-002
2.035031128e+002;-6.698533148e-002
2.037027740e+002;5.034996197e-002
2.039024506e+002;-4.965135083e-002
2.041021576e+002;2.006277069e-002
2.043018799e+002;-7.788997889e-002
2.045016174e+002;-3.978674114e-002
2.047013702e+002;-4.835918173e-002
2.049011536e+002;-7.549474388e-002
2.051009674e+002;-4.858767497e-004
2.053007813e+002;-1.003532484e-002
2.055006256e+002;-4.788643494e-002
2.057005005e+002;-3.635146096e-002
2.059003754e+002;-3.817940503e-002
2.061002808e+002;-4.391537979e-002
2.063002167e+002;4.685164988e-002
2.065001526e+002;4.574858025e-002
2.067001190e+002;-3.490170836e-002
2.069001160e+002;-3.877821565e-002
2.071001129e+002;-3.524838760e-002
2.073001404e+002;-3.162401170e-002
2.075001984e+002;-4.999803007e-002
2.077002563e+002;-5.967354402e-002
2.079003448e+002;1.643839292e-002
2.081004486e+002;4.584312811e-002
2.083005829e+002;-5.831834301e-002
2.085007324e+002;4.883717746e-002
2.087008972e+002;-6.389673054e-002
2.089010925e+002;-2.333521470e-002
2.091013031e+002;-2.705414221e-002
2.093015289e+002;-3.660358861e-002
2.095017853e+002;-2.963848226e-002
2.097020569e+002;2.409685962e-002
2.099023438e+002;7.172591519e-003
2.101026611e+002;-7.016848028e-002
2.103029785e+002;-2.302005142e-002
2.105033417e+002;-3.184462339e-002
2.107037048e+002;-2.012054995e-002
2.109040985e+002;5.439192988e-003
2.111045074e+002;-7.198854815e-003
2.113049469e+002;7.549999654e-002
2.115054016e+002;-7.009756751e-003
2.117058716e+002;-6.726897508e-002
2.119063568e+002;1.807724126e-002
2.121068726e+002;-1.822957024e-002
2.123074036e+002;-3.496474028e-002
2.125079651e+002;5.299733579e-002
2.127085419e+002;-5.598613247e-002
2.129091339e+002;-6.978240795e-003
2.131097412e+002;-1.492035575e-002
2.133103790e+002;-5.614371598e-002
2.135110321e+002;3.138501197e-003
2.137117157e+002;-4.208743200e-002
2.139123993e+002;5.943454336e-003
2.141131134e+002;-1.996296830e-002
2.143138580e+002;5.488831550e-002
2.145146027e+002;-4.949376732e-002
2.147153778e+002;-2.119210549e-002
2.149161835e+002;-8.743154816e-003
2.151169891e+002;-5.453637987e-002
2.153178253e+002;5.407677032e-003
2.155186920e+002;-4.246562719e-002
2.157195587e+002;-3.405076638e-002
2.159204559e+002;-2.875602432e-002
2.161213837e+002;-4.722459242e-002
2.163223114e+002;-1.202085335e-002
2.165232697e+002;-3.086761758e-002
2.167242432e+002;1.247521373e-003
2.169252472e+002;4.653648660e-002
2.171262665e+002;-9.586216765e-004
2.173273010e+002;-6.490525603e-002
2.175283508e+002;-2.024661563e-002
2.177294312e+002;1.095691472e-001
2.179305267e+002;1.779359393e-002
2.181316528e+002;-1.413244754e-002
2.183327789e+002;-2.774750255e-002
2.185339355e+002;-5.913776532e-002
2.187351227e+002;-3.770666197e-002
2.189363098e+002;-5.453637987e-002
2.191375275e+002;1.921182871e-002
2.193387756e+002;-6.883691531e-003
2.195400238e+002;-6.481070817e-002
2.197413025e+002;-5.690010637e-002
2.199425964e+002;8.496277034e-003
2.201439209e+002;-8.333442733e-003
2.203452606e+002;-2.636078373e-002
2.205466156e+002;-1.668526977e-002
2.207479858e+002;-5.181809887e-003
2.209493866e+002;-1.870231517e-002
2.211508026e+002;-8.711638860e-003
2.213522491e+002;-6.206878275e-002
2.215536957e+002;-6.370763481e-002
2.217551880e+002;-6.206878275e-002
2.219566803e+002;-8.507570624e-002
2.221582031e+002;-3.767514601e-002
2.223597260e+002;-5.718375370e-002
2.225612946e+002;2.100826055e-002
2.227628632e+002;3.588396683e-002
2.229644623e+002;-3.600478172e-002
2.231660767e+002;-2.642381564e-002
2.233677216e+002;-5.122716725e-002
2.235693817e+002;-1.012987364e-002
2.237710571e+002;-7.785846293e-002
2.239727478e+002;-1.306089200e-002
2.241744690e+002;-4.536512867e-002
2.243762054e+002;-4.451419041e-002
2.245779572e+002;7.361689117e-003
2.247797394e+002;9.946028702e-003
2.249815369e+002;2.173313498e-002
2.251833496e+002;-5.888563395e-002
2.253851929e+002;-3.764363006e-002
2.255870514e+002;-3.587871417e-002
2.257889252e+002;7.834434509e-003
2.259908142e+002;-1.469974127e-002
2.261927338e+002;-3.259313758e-003
2.263946686e+002;-6.963270158e-002
2.265966187e+002;-5.188900977e-002
2.267985992e+002;4.631587118e-002
2.270005951e+002;-6.591377407e-002
2.272026062e+002;6.119158119e-002
2.274046478e+002;1.342070405e-003
2.276067047e+002;-3.918793052e-002
2.278087769e+002;-3.502777219e-002
2.280108643e+002;1.114364900e-002
2.282129822e+002;4.388911650e-002
2.284151154e+002;-4.939921945e-002
2.286172791e+002;-6.956966966e-002
2.288194427e+002;-6.534647942e-002
2.290216370e+002;-6.446402520e-002
2.292238617e+002;-3.578416631e-002
2.294260864e+002;4.651284777e-003
2.296283417e+002;-3.212827072e-002
2.298306122e+002;-7.703904063e-002
2.300329132e+002;-7.603051513e-002
2.302352142e+002;3.768827766e-003
2.304375610e+002;-1.819805428e-002
2.306399078e+002;-4.999803007e-002
2.308422852e+002;-1.967932098e-002
2.310446625e+002;-3.105671704e-002
2.312470856e+002;-2.112907171e-002
2.314495087e+002;-4.369476438e-002
