wave,data
200.1119995,-0.03524069488
200.3113098,0.02111287974
200.5106506,0.006165150553
200.7100067,0.01155768614
200.9093781,0.07261002064
201.1087646,-0.05845067278
201.3081818,-0.04069630057
201.5076294,-0.05655855313
201.707077,-0.04958925396
201.9065552,-0.07910628617
202.1060486,0.147001788
202.3055725,-0.01426972169
202.5051117,0.007868056186
202.7046661,0.01565727405
202.9042511,-0.048990082
203.1038513,-0.04782327637
203.3034668,-0.02663155645
203.5031128,-0.06838428974
203.702774,0.05066145211
203.9024506,-0.04933696985
204.1021576,0.01736018062
204.3018799,-0.08109301329
204.5016174,-0.0361552164
204.7013702,-0.05091373622
204.9011536,-0.07295690477
205.1009674,-0.0002365147229
205.3007813,-0.01430125628
205.5006256,-0.05037763342
205.7005005,-0.03158259764
205.9003754,-0.03817347437
206.1002808,-0.04498510063
206.3002167,0.04801248759
206.5001526,0.043818295
206.700119,-0.0324655883
206.900116,-0.03552450985
207.1001129,-0.03628135845
207.3001404,-0.03208716214
207.5001984,-0.04924236611
207.7002563,-0.06040585786
207.9003448,0.02344649285
208.1004486,0.04072783515
208.3005829,-0.05599091947
208.5007324,0.04990460724
208.7008972,-0.06248718873
208.9010925,-0.01896847971
209.1013031,-0.02546475083
209.3015289,-0.03085728735
209.5017853,-0.02899670415
209.7020569,0.02574856952
209.9023438,0.009255609475
210.1026611,-0.06718594581
210.3029785,-0.01833777502
210.5033417,-0.03095189296
210.7037048,-0.01644565724
210.9040985,0.007615773939
211.1045074,-0.007016603369
211.3049469,0.07005565614
211.5054016,-0.009728638455
211.7058716,-0.0633386448
211.9063568,0.01950458065
212.1068726,-0.01871619746
212.3074036,-0.03249712288
212.5079651,0.05028302968
212.7085419,-0.0556755662
212.9091339,-0.008214944974
213.1097412,-0.01783321053
213.310379,-0.0516705811
213.5110321,0.007205815054
213.7117157,-0.03719587997
213.9123993,0.007741915062
214.1131134,-0.02142823301
214.313858,0.06214030087
214.5146027,-0.05734693632
214.7153778,-0.02300499752
214.9161835,-0.009980920702
215.1169891,-0.05510792881
215.3178253,0.002349379472
215.518692,-0.04470128193
215.7195587,-0.03183488175
215.9204559,-0.02805064619
216.1213837,-0.04485895857
216.3223114,-0.01007552724
216.5232697,-0.0334116444
216.7242432,-0.0004257264955
216.9252472,0.04605729878
217.1262665,0.0008356853505
217.327301,-0.06308636069
217.5283508,-0.0186531283
217.7294312,0.1112092212
217.9305267,0.01452200394
218.1316528,-0.02007221617
218.3327789,-0.03117264062
218.5339355,-0.05911291391
218.7351227,-0.03852036223
218.9363098,-0.05208054185
219.1375275,0.02745147422
219.3387756,-0.006985067856
219.5400238,-0.06674445421
219.7413025,-0.05523407087
219.9425964,0.01493196283
220.1439209,-0.006953532808
220.3452606,-0.02634773962
220.5466156,-0.01578341611
220.7479858,-0.003894608933
220.9493866,-0.01859005727
221.1508026,-0.0004257264955
221.3522491,-0.06299175322
221.5536957,-0.06658677757
221.755188,-0.06119424105
221.9566803,-0.08658015728
222.1582031,-0.03795272857
222.359726,-0.06201415882
222.5612946,0.01997761056
222.7628632,0.04214692116
222.9644623,-0.03725895286
223.1660767,-0.02436101623
223.3677216,-0.05103987455
223.5693817,-0.007962661795
223.7710571,-0.0766780749
223.9727478,-0.01111619174
224.174469,-0.04810709506
224.3762054,-0.04362908006
224.5779572,0.005723656155
224.7797394,0.01162075624
