255, 0, 0
511, 3855, 4112
767, 6425, 6682
1023, 8481, 8995
1279, 10280, 10794
1535, 11822, 12079
1791, 13107, 13364
2047, 14135, 14649
2303, 15163, 15677
2559, 16191, 16705
2815, 16962, 17476
3071, 17733, 18247
3327, 18504, 19018
3583, 19275, 19789
3839, 19789, 20303
4095, 20560, 21074
4351, 21074, 21588
4607, 21588, 22102
4863, 22102, 22616
5119, 22616, 23130
5375, 23130, 23644
5631, 23644, 24158
5887, 23901, 24415
6143, 24415, 24929
6399, 24929, 25186
6655, 25186, 25700
6911, 25700, 26214
7167, 25957, 26471
7423, 26471, 26728
7679, 26728, 27242
7935, 26985, 27499
8191, 27499, 27756
8447, 27756, 28270
8703, 28013, 28527
8959, 28270, 28784
9215, 28527, 29041
9471, 28784, 29298
9727, 29298, 29555
9983, 29555, 29812
10239, 29812, 30069
10495, 30069, 30326
10751, 30326, 30583
11007, 30583, 30840
11263, 30840, 31097
11519, 31097, 31354
11775, 31354, 31611
12031, 31611, 31868
12287, 31868, 32125
12543, 31868, 32382
12799, 32125, 32639
13055, 32382, 32896
13311, 32639, 33153
13567, 32896, 33410
13823, 33153, 33410
14079, 33410, 33667
14335, 33410, 33924
14591, 33667, 34181
14847, 33924, 34438
15103, 34181, 34438
15359, 34181, 34695
15615, 34438, 34952
15871, 34695, 35209
16127, 34952, 35209
16383, 34952, 35466
16639, 35209, 35723
16895, 35466, 35980
17151, 35723, 35980
17407, 35723, 36237
17663, 35980, 36494
17919, 36237, 36494
18175, 36237, 36751
18431, 36494, 37008
18687, 36751, 37008
18943, 36751, 37265
19199, 37008, 37522
19455, 37265, 37522
19711, 37265, 37779
19967, 37522, 38036
20223, 37779, 38036
20479, 37779, 38293
20735, 38036, 38293
20991, 38293, 38550
21247, 38293, 38807
21503, 38550, 38807
21759, 38550, 39064
22015, 38807, 39321
22271, 39064, 39321
22527, 39064, 39578
22783, 39321, 39578
23039, 39321, 39835
23295, 39578, 39835
23551, 39835, 40092
23807, 39835, 40349
24063, 40092, 40349
24319, 40092, 40606
24575, 40349, 40606
24831, 40349, 40863
25087, 40606, 40863
25343, 40606, 41120
25599, 40863, 41377
25855, 41120, 41377
26111, 41120, 41634
26367, 41377, 41634
26623, 41377, 41891
26879, 41634, 41891
27135, 41634, 42148
27391, 41891, 42148
27647, 41891, 42405
27903, 42148, 42405
28159, 42148, 42662
28415, 42405, 42662
28671, 42662, 42919
28927, 42662, 42919
29183, 42919, 43176
29439, 42919, 43433
29695, 43176, 43433
29951, 43176, 43690
30207, 43433, 43690
30463, 43433, 43947
30719, 43690, 43947
30975, 43690, 44204
31231, 43947, 44204
31487, 43947, 44461
31743, 44204, 44461
31999, 44204, 44718
32255, 44461, 44718
32511, 44461, 44975
32767, 44718, 44975
33023, 44718, 45232
33279, 44975, 45232
33535, 44975, 45489
33791, 45232, 45489
34047, 45232, 45746
34303, 45489, 45746
34559, 45489, 46003
34815, 45746, 46003
35071, 45746, 46260
35327, 46003, 46260
35583, 46003, 46517
35839, 46260, 46517
36095, 46260, 46774
36351, 46517, 46774
36607, 46517, 47031
36863, 46774, 47031
37119, 46774, 47288
37375, 47031, 47288
37631, 47031, 47545
37887, 47288, 47545
38143, 47288, 47545
38399, 47545, 47802
38655, 47545, 47802
38911, 47802, 48059
39167, 47802, 48059
39423, 48059, 48316
39679, 48059, 48316
39935, 48316, 48573
40191, 48316, 48573
40447, 48573, 48830
40703, 48573, 48830
40959, 48830, 49087
41215, 48830, 49087
41471, 49087, 49344
41727, 49087, 49344
41983, 49344, 49601
42239, 49344, 49601
42495, 49601, 49858
42751, 49601, 49858
43007, 49858, 50115
43263, 49858, 50115
43519, 50115, 50372
43775, 50115, 50372
44031, 50372, 50629
44287, 50372, 50629
44543, 50629, 50886
44799, 50629, 50886
45055, 50886, 51143
45311, 50886, 51143
45567, 51143, 51400
45823, 51143, 51400
46079, 51400, 51657
46335, 51400, 51657
46591, 51657, 51914
46847, 51657, 51914
47103, 51914, 52171
47359, 51914, 52171
47615, 52171, 52428
47871, 52428, 52428
48127, 52428, 52685
