0.175358	4.89511e-05	300
0.181441	7.49963e-05	301
0.187874	0.000112745	302
0.194671	0.000166428	303
0.201845	0.000241381	304
0.209409	0.000344196	305
0.217376	0.000482833	306
0.225759	0.000666705	307
0.234572	0.000906705	308
0.243828	0.00121517	309
0.253537	0.00160576	310
0.263713	0.00209327	311
0.274366	0.00269336	312
0.285506	0.00342217	313
0.297143	0.00429592	314
0.309284	0.0053304	315
0.321936	0.00654047	316
0.335105	0.00793951	317
0.348793	0.00953892	318
0.363003	0.0113476	319
0.377733	0.0133716	320
0.392982	0.0156135	321
0.408743	0.0180727	322
0.425008	0.0207448	323
0.441767	0.0236216	324
0.459005	0.0266914	325
0.476704	0.0299392	326
0.494845	0.0333468	327
0.513401	0.0368934	328
0.532345	0.0405559	329
0.551644	0.0443092	330
0.571263	0.0481275	331
0.591159	0.0519838	332
0.61129	0.0558512	333
0.631607	0.0597032	334
0.652056	0.0635141	335
0.672581	0.0672593	336
0.693122	0.070916	337
0.713615	0.0744633	338
0.733991	0.0778824	339
0.75418	0.0811569	340
0.774108	0.0842726	341
0.793699	0.087218	342
0.812875	0.089984	343
0.831555	0.092564	344
0.849658	0.0949535	345
0.867102	0.0971505	346
0.883805	0.0991546	347
0.899686	0.100968	348
0.914665	0.102593	349
0.928663	0.104036	350
0.941604	0.105301	351
0.953415	0.106397	352
0.964027	0.107332	353
0.973375	0.108114	354
0.981399	0.108752	355
0.988046	0.109257	356
0.993267	0.109639	357
0.997021	0.109906	358
0.999274	0.110071	359
0.999999	0.110142	360
0.999178	0.110129	361
0.9968	0.110043	362
0.992862	0.109892	363
0.98737	0.109685	364
0.98034	0.109432	365
0.971794	0.10914	366
0.961762	0.108818	367
0.950286	0.108472	368
0.93741	0.10811	369
0.923189	0.107738	370
0.907685	0.107363	371
0.890964	0.10699	372
0.873101	0.106625	373
0.854173	0.106273	374
0.834263	0.105938	375
0.813459	0.105625	376
0.79185	0.105338	377
0.769528	0.105081	378
0.746587	0.104857	379
0.723122	0.10467	380
0.699228	0.104523	381
0.674999	0.104418	382
0.650528	0.104358	383
0.625907	0.104347	384
0.601223	0.104385	385
0.576563	0.104476	386
0.552008	0.104622	387
0.527636	0.104824	388
0.503522	0.105086	389
0.479733	0.105408	390
0.456334	0.105793	391
0.433383	0.106242	392
0.410933	0.106758	393
0.389032	0.107343	394
0.367721	0.107998	395
0.347039	0.108725	396
0.327015	0.109526	397
0.307676	0.110404	398
0.289043	0.111359	399
0.271131	0.112395	400
0.253951	0.113513	401
0.237511	0.114716	402
0.221812	0.116005	403
0.206853	0.117383	404
0.192628	0.118852	405
0.17913	0.120416	406
0.166347	0.122076	407
0.154265	0.123834	408
0.142867	0.125695	409
0.132135	0.127661	410
0.122049	0.129734	411
0.112587	0.131917	412
0.103726	0.134215	413
0.0954433	0.136629	414
0.0877134	0.139164	415
0.0805119	0.141823	416
0.0738137	0.144609	417
0.0675936	0.147526	418
0.0618266	0.150578	419
0.056488	0.153769	420
0.0515534	0.157102	421
0.0469991	0.160582	422
0.0428017	0.164213	423
0.0389388	0.168	424
0.0353886	0.171945	425
0.0321304	0.176055	426
0.0291439	0.180333	427
0.0264101	0.184783	428
0.0239108	0.189411	429
0.0216286	0.194221	430
0.0195472	0.199217	431
0.0176512	0.204405	432
0.0159259	0.209789	433
0.0143578	0.215373	434
0.0129341	0.221162	435
0.0116429	0.227161	436
0.0104729	0.233374	437
0.00941395	0.239806	438
0.00845634	0.246461	439
0.00759119	0.253343	440
0.00681029	0.260456	441
0.00610605	0.267804	442
0.00547147	0.275391	443
0.00490013	0.283221	444
0.00438614	0.291296	445
0.00392409	0.299619	446
0.00350903	0.308194	447
0.00313645	0.317022	448
0.00280223	0.326106	449
0.00250261	0.335446	450
0.00223417	0.345045	451
0.00199381	0.354902	452
0.00177872	0.365018	453
0.00158635	0.375393	454
0.00141438	0.386025	455
0.00126072	0.396912	456
0.00112348	0.408054	457
0.00100098	0.419446	458
0.000891656	0.431084	459
0.000794142	0.442966	460
0.000707189	0.455085	461
0.000629681	0.467435	462
0.000560611	0.480009	463
0.000499079	0.4928	464
0.000444276	0.505799	465
0.000395478	0.518997	466
0.000352035	0.532382	467
0.000313367	0.545944	468
0.000278956	0.55967	469
0.000248335	0.573547	470
0.000221092	0.587559	471
0.000196856	0.601691	472
0.000175296	0.615928	473
0.000156119	0.63025	474
0.00013906	0.644641	475
0.000123887	0.65908	476
0.00011039	0.673546	477
9.83841e-05	0.688019	478
8.7704e-05	0.702476	479
7.82023e-05	0.716894	480
6.97484e-05	0.731249	481
6.22258e-05	0.745516	482
5.5531e-05	0.759669	483
4.95721e-05	0.773682	484
4.42672e-05	0.78753	485
3.95436e-05	0.801183	486
3.53369e-05	0.814615	487
3.15895e-05	0.827797	488
2.82506e-05	0.840701	489
2.52748e-05	0.853298	490
2.2622e-05	0.865561	491
2.02564e-05	0.877459	492
1.81463e-05	0.888964	493
1.62634e-05	0.900049	494
1.45828e-05	0.910685	495
1.30821e-05	0.920844	496
1.17417e-05	0.9305	497
1.0544e-05	0.939626	498
9.47329e-06	0.948197	499
8.51581e-06	0.956188	500
7.65922e-06	0.963576	501
6.89254e-06	0.970337	502
6.20605e-06	0.976452	503
5.59107e-06	0.981899	504
5.03991e-06	0.98666	505
4.5457e-06	0.990719	506
4.10236e-06	0.99406	507
3.70444e-06	0.99667	508
3.34712e-06	0.998536	509
3.02609e-06	0.999648	510
2.73751e-06	0.999999	511
2.47796e-06	0.999582	512
2.24441e-06	0.998394	513
2.03413e-06	0.996431	514
1.8447e-06	0.993694	515
1.67395e-06	0.990185	516
1.51996e-06	0.985909	517
1.38101e-06	0.98087	518
1.25555e-06	0.975078	519
1.1422e-06	0.968543	520
1.03974e-06	0.961277	521
9.47069e-07	0.953294	522
8.63198e-07	0.94461	523
7.87246e-07	0.935244	524
7.18425e-07	0.925214	525
6.56028e-07	0.914543	526
5.99419e-07	0.903254	527
5.48031e-07	0.89137	528
5.01354e-07	0.878918	529
4.58929e-07	0.865925	530
4.20346e-07	0.852419	531
3.85234e-07	0.83843	532
3.53262e-07	0.823988	533
3.2413e-07	0.809123	534
2.9757e-07	0.793868	535
2.7334e-07	0.778256	536
2.51222e-07	0.762317	537
2.31019e-07	0.746087	538
2.12553e-07	0.729598	539
1.95666e-07	0.712882	540
1.80212e-07	0.695974	541
1.66062e-07	0.678906	542
1.53097e-07	0.66171	543
1.41211e-07	0.64442	544
1.30307e-07	0.627065	545
1.20299e-07	0.609678	546
1.11107e-07	0.592288	547
1.02661e-07	0.574925	548
9.48936e-08	0.557617	549
8.77477e-08	0.540391	550
8.11695e-08	0.523274	551
7.51104e-08	0.506291	552
6.95264e-08	0.489466	553
6.43774e-08	0.472821	554
5.96269e-08	0.456379	555
5.52418e-08	0.44016	556
5.11918e-08	0.424181	557
4.74495e-08	0.408462	558
4.39897e-08	0.393017	559
4.07896e-08	0.377862	560
3.78282e-08	0.363011	561
3.50865e-08	0.348475	562
3.2547e-08	0.334265	563
3.01939e-08	0.32039	564
2.80125e-08	0.306859	565
2.59895e-08	0.293679	566
2.41127e-08	0.280856	567
2.23709e-08	0.268393	568
2.07538e-08	0.256294	569
1.92521e-08	0.244562	570
1.7857e-08	0.233198	571
1.65607e-08	0.222202	572
1.53559e-08	0.211573	573
1.42358e-08	0.20131	574
1.31943e-08	0.191411	575
1.22257e-08	0.181871	576
1.13248e-08	0.172688	577
1.04868e-08	0.163856	578
9.70719e-09	0.15537	579
8.98189e-09	0.147226	580
8.30711e-09	0.139415	581
7.67936e-09	0.131932	582
7.09538e-09	0.124769	583
6.55219e-09	0.117919	584
6.04701e-09	0.111374	585
5.57726e-09	0.105126	586
5.14055e-09	0.0991661	587
4.73467e-09	0.0934868	588
4.35757e-09	0.0880791	589
4.00732e-09	0.0829342	590
3.68214e-09	0.0780434	591
3.38038e-09	0.0733978	592
3.1005e-09	0.0689888	593
2.84104e-09	0.0648075	594
2.60066e-09	0.0608453	595
2.37811e-09	0.0570935	596
2.17222e-09	0.0535436	597
1.98187e-09	0.0501872	598
1.80604e-09	0.0470162	599
1.64376e-09	0.0440223	600
1.49413e-09	0.0411978	601
1.35631e-09	0.0385348	602
1.22948e-09	0.036026	603
1.11291e-09	0.0336638	604
1.00589e-09	0.0314412	605
9.07762e-10	0.0293514	606
8.17897e-10	0.0273877	607
7.35715e-10	0.0255436	608
6.60664e-10	0.0238128	609
5.92228e-10	0.0221895	610
5.2992e-10	0.0206679	611
4.73284e-10	0.0192423	612
4.21888e-10	0.0179077	613
3.7533e-10	0.0166587	614
3.33231e-10	0.0154906	615
2.95234e-10	0.0143988	616
