# wavelength	raw_bkg	raw_avg
3.521933997466226174e+02 1.256464137931034657e+03 -9.717258620689857906e+00
3.525808836528859160e+02 1.179178034482758676e+03 8.135379310344751147e+00
3.529683230939237433e+02 1.318609396551724103e+03 -2.259827586206824890e+00
3.533557180655964203e+02 1.173302482758620727e+03 -1.581879310344856959e+00
3.537430685637643819e+02 1.331942379310344677e+03 -2.169434482758604332e+01
3.541303745842880630e+02 1.122682344827586348e+03 7.231448275861953157e+00
3.545176361230277280e+02 1.397477379310344986e+03 1.581879310344675105e+00
3.549048531758439253e+02 1.284937965517241082e+03 -5.197603448275549098e+00
3.552920257385969762e+02 1.302112655172413724e+03 -4.293672413793046871e+00
3.556791538071473155e+02 1.100084068965517417e+03 -1.649674137931049245e+01
3.560662373773553782e+02 1.285163948275862140e+03 -1.581879310344836576e+01
3.564532764450814852e+02 1.380754655172413777e+03 -2.124237931034485882e+01
3.568402710061861285e+02 1.247424827586206902e+03 -3.841706896551727368e+00
3.572272210565296859e+02 1.138953103448275670e+03 1.446289655172429356e+01
3.576141265919725356e+02 1.232283982758620596e+03 1.401093103448286037e+01
3.580009876083749987e+02 1.112513120689655125e+03 2.485810344827655172e+00
3.583878041015976237e+02 1.209007758620689856e+03 -3.525331034482776715e+01
3.587745760675007887e+02 1.242905172413793025e+03 7.683413793103500034e+00
3.591613035019447580e+02 1.385048327586206597e+03 -1.943451724137899106e+01
3.595479864007900801e+02 1.295107189655172533e+03 -5.423586206896652939e+00
3.599346247598971331e+02 1.166974965517241344e+03 1.310700000000001708e+01
3.603212185751262950e+02 1.126976017241379395e+03 -6.779482758620815730e+00
3.607077678423380007e+02 1.203132206896551907e+03 -3.638322413793120802e+01
3.610942725573925713e+02 1.189121275862068842e+03 2.237229310344837430e+01
3.614807327161504418e+02 1.229798172413793054e+03 -1.446289655172411059e+01
3.618671483144719900e+02 1.279062413793103588e+03 -6.553500000000099135e+00
3.622535193482177647e+02 1.216691172413793083e+03 3.593125862068971088e+01
3.626398458132479732e+02 1.245842948275862227e+03 8.587344827586026241e+00
