,wavelength,raw_bkg,raw_avg255
0,338.6034821,15.818793103448275,0.0
1,338.99251968121007,25635.48413793103,3.637978807091713e-12
2,339.3815129420806,1188.895293103448,-9.039310344827323
3,339.7704618784718,1137.1452413793104,-7.819003448275912
4,340.15936648624427,1129.9137931034484,-3.4801344827587126
5,340.5482267612584,1295.5591551724137,-2.9377758620689156
6,340.9370426993745,1248.7807241379312,6.643893103448104
7,341.325814296453,1244.9390172413791,2.3050241379312
8,341.7145415483543,1251.040551724138,-1.717468965517228
9,342.10322445093885,1240.871327586207,8.496951724137917
10,342.491863000067,1253.3003793103449,-4.655244827586234
11,342.8804571915992,1248.5547413793104,-12.338658620689676
12,343.26900702139574,1257.594051724138,-8.090182758620664
13,343.6575124853172,1273.8648103448272,-18.666175862068613
14,344.04597357922387,1262.1137068965518,-4.429262068965572
15,344.43439029897615,1392.2797758620688,4.655244827586334
16,344.82276264043446,1469.339896551724,-16.36115172413779
17,345.21109059945917,1327.1967413793104,4.564851724137839
18,345.59937417191077,1297.3670172413792,-5.016817241379263
19,345.9876133536496,1234.5438103448273,-3.434937931034219
20,346.375808140536,1317.7054655172415,-0.8135379310345615
21,346.76395852843046,1284.486,5.423586206896448
22,347.15206451319347,1263.6955862068967,-5.513979310344953
23,347.5401260906852,1268.441224137931,13.513768965517343
24,347.92814325676625,1305.5023965517241,-15.8639896551724
25,348.3161160072969,1346.8572413793104,31.456799999999948
26,348.70404433813763,1476.5713448275865,-4.293672413793365
27,349.0919282451487,1373.523206896552,7.4122344827583495
28,349.47976772419076,1319.7393103448278,-14.372503448276074
29,349.867562771124,1344.5974137931034,-8.270968965517236
30,350.25531338180895,1399.511224137931,9.988437931034419
31,350.643019552106,1727.864172413793,-0.6327517241379155
32,351.0306812778755,1387.760120689655,14.10132413793125
33,351.4182985549778,1401.5450689655174,10.711582758620501
34,351.80587137927336,1418.0418103448276,-10.756779310344823
35,352.1933997466226,1417.8158275862068,-1.6270758620688366
36,352.5808836528859,1370.5854310344828,15.457220689655138
37,352.96832309392374,1489.9043275862068,8.090182758620772
38,353.3557180655964,1395.6695172413795,-18.756568965517403
39,353.7430685637644,1501.8814137931035,-13.287786206896662
40,354.13037458428806,1359.512275862069,1.3558965517241903
41,354.5176361230277,1531.2591724137933,12.112675862068786
42,354.9048531758439,1455.554948275862,9.400882758620764
43,355.292025738597,1470.9217758620691,2.8473827586205243
44,355.6791538071473,1313.4117931034484,5.6495689655171235
45,356.0662373773554,1446.967603448276,1.807862068965478
46,356.4532764450815,1535.5528448275863,-11.479924137931166
47,356.84027100618613,1426.1771896551727,4.881227586206601
48,357.2272210565297,1371.9413275862069,-8.7681310344827
49,357.61412659197254,1433.182655172414,-3.751313793103532
50,358.000987608375,1345.501344827586,-2.485810344827455
51,358.3878041015976,1380.754655172414,9.174899999999775
52,358.7745760675008,1421.6575344827584,14.417700000000254
53,359.16130350194476,1525.3836206896551,-6.643893103448204
54,359.5479864007901,1447.645551724138,19.524910344827575
55,359.93462475989713,1352.280827586207,24.31574482758619
56,360.3212185751263,1357.930396551724,-3.4801344827585035
57,360.707767842338,1419.6236896551723,-28.428631034482592
58,361.09427255739257,1392.7317413793103,6.915072413793168
59,361.48073271615044,1426.1771896551722,8.948917241379476
60,361.867148314472,1457.1368275862071,-7.14105517241403
61,362.25351934821776,1439.2841896551724,-5.378389655172454
62,362.639845813248,1451.4872586206895,-7.638217241379206
63,363.0261277054231,1421.431551724138,-10.350010344827652
64,363.4123650206036,1356.8004827586208,-2.033844827586281
65,363.7985577546499,1324.2589655172417,2.440613793103148
66,364.1847059034223,1346.1792931034483,10.575993103448205
67,364.57080946278114,1397.0254137931033,7.186251724138047
68,364.9568684285869,1342.563568965517,-16.677527586206764
69,365.3428827967001,1383.2404655172418,19.750893103447876
70,365.728852562981,1378.9467931034483,26.439982758620694
71,366.11477772329005,1336.2360517241382,-3.0281689655174797
72,366.5006582734876,1320.191275862069,-9.7172586206897
73,366.8864942094342,1390.4719137931036,-10.21442068965529
74,367.27228552699006,1374.8791034482758,-12.474248275862037
75,367.65803222201566,1441.77,-13.242589655172415
76,368.04373429037145,1328.100672413793,6.91507241379315
77,368.4293917279177,1446.2896551724139,10.982762068965467
78,368.815004530515,1382.110551724138,-21.242379310344976
79,369.2005726940236,1484.9327068965517,-12.790624137931058
80,369.586096214304,1449.9053793103449,-31.592389655172454
81,369.97157508721654,1384.8223448275862,1.3558965517241222
82,370.3570093086217,1363.128,-7.819003448275798
83,370.7423988743797,1339.6257931034484,3.254151724137846
84,371.1277437803512,1425.4992413793104,19.84128620689645
85,371.5130440223964,1330.3605,14.146520689655171
86,371.89829959637575,1431.1488103448276,-31.999158620689627
87,372.28351049814967,1305.7283793103447,9.265293103448371
88,372.6686767235786,1641.312775862069,2.892579310344813
89,373.0537982685229,1334.4281896551724,-2.03384482758624
90,373.43887512884305,1434.3125689655174,-11.615513793103569
91,373.8239073003993,1451.261275862069,1.5818793103448525
92,374.2088947790521,1381.2066206896554,-15.54761379310371
93,374.5938375606619,1361.5461206896553,9.220096551724055
94,374.97873564108914,1606.9633965517241,1.5818793103448296
95,375.3635890161941,1356.8004827586208,0.04519655172407056
96,375.7483976818373,1316.8015344827586,24.315744827586233
97,376.13316163387907,1302.5646206896552,-3.434937931034469
98,376.5178808681798,1347.5351896551724,5.423586206896557
99,376.90255538060006,1491.260224137931,-11.705906896551587
100,377.287185167,1355.2186034482759,3.163758620689646
101,377.67177022324023,1346.1792931034483,5.468782758620628
